ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year,Age,Has_Kids_Teens,Customer_Tenure,Total_Spending,Age_Group,Income_Group,Education_Num
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,2013,37,True,1,1230,31-45,Medium,4
8159,1968,Graduation (Unspecified),Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,2014,46,True,0,182,46-60,Low,2
1160,1970,Graduation (Unspecified),Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,2013,44,True,1,49,31-45,Low,2
10242,1966,PhD,Cohabiting,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2013,48,True,1,75,46-60,Low,4
5253,1956,Master,Cohabiting,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,2013,58,True,1,227,46-60,Medium,3
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,2012,40,True,2,215,31-45,Low,4
5314,1951,Graduation (Unspecified),Cohabiting,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,2013,63,True,1,444,60+,Low,2
5081,1967,Master,Cohabiting,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,47,True,1,47,46-60,Low,3
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,2013,63,False,1,143,60+,Low,3
5756,1983,Graduation (Unspecified),Cohabiting,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,31,True,0,55,31-45,Low,2
8036,1971,Master,Cohabiting,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,2014,43,True,0,63,31-45,Low,3
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,2013,53,True,1,611,46-60,Medium,3
254,1955,Graduation (Unspecified),Cohabiting,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,2014,59,True,0,473,46-60,Medium,2
4179,1959,Graduation (Unspecified),Cohabiting,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,2013,55,False,1,55,46-60,Low,2
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,2012,30,True,2,81,18-30,Low,4
4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,2013,49,False,1,1478,46-60,High,3
6424,1977,Graduation (Unspecified),Cohabiting,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,2014,37,True,0,49,31-45,Low,2
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,2013,42,False,1,382,31-45,Medium,4
4992,1975,Master,Cohabiting,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,2013,39,True,1,69,31-45,Low,3
5252,1969,Graduation (Unspecified),Previously Married,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2012,45,True,2,67,31-45,Low,2
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,45,True,1,30,31-45,Low,3
6919,1978,Master,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,36,True,1,63,31-45,Low,3
3537,1981,Graduation (Unspecified),Cohabiting,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,2012,33,True,2,79,31-45,Low,2
10277,1961,Graduation (Unspecified),Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,53,True,1,42,46-60,Low,2
2453,1960,Graduation (Unspecified),Cohabiting,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,2012,54,True,2,819,46-60,Medium,2
7972,1955,Graduation (Unspecified),Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2013,59,False,1,1151,46-60,High,2
895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,2012,66,True,2,594,60+,Medium,4
1177,1966,Master,Cohabiting,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2013,48,True,1,129,46-60,Low,3
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,2012,28,True,2,213,18-30,Low,3
7232,1973,Graduation (Unspecified),Previously Married,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2014,41,True,0,67,31-45,Low,2
8477,1956,Graduation (Unspecified),Previously Married,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,58,True,1,28,46-60,Low,2
2457,1975,Basic Education,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2012,39,True,2,45,31-45,Low,1
988,1965,Graduation (Unspecified),Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,2014,49,False,0,1193,46-60,High,2
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,2013,45,False,1,268,31-45,Low,3
4587,1944,Master,Previously Married,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,2013,70,False,1,266,60+,Low,3
6682,1973,Basic Education,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,41,True,2,37,31-45,Low,1
6222,1967,Graduation (Unspecified),Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,47,True,1,37,46-60,Low,2
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,2012,45,False,2,882,31-45,Low,4
3083,1974,Graduation (Unspecified),Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,2013,40,True,1,373,31-45,Low,2
8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,49,True,1,35,46-60,Low,3
8650,1978,Graduation (Unspecified),Previously Married,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,2013,36,True,1,42,31-45,Medium,2
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,2012,54,True,2,326,46-60,Low,3
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,2013,53,True,1,404,46-60,Medium,4
6941,1971,Graduation (Unspecified),Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2013,43,False,1,95,31-45,Low,2
10972,1949,Graduation (Unspecified),Previously Married,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,2014,65,False,0,939,60+,High,2
10708,1978,Master,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,36,True,1,33,31-45,Low,3
6583,1955,Master,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,2013,59,False,1,981,46-60,High,3
3641,1976,Graduation (Unspecified),Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,38,True,1,36,31-45,Low,2
4299,1960,Graduation (Unspecified),Cohabiting,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,2012,54,True,2,1825,46-60,High,2
3469,1977,PhD,Previously Married,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2012,37,True,2,103,31-45,Low,4
5063,1977,Graduation (Unspecified),Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,2012,37,True,2,191,31-45,Low,2
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,2013,44,True,1,1586,31-45,High,4
9624,1958,PhD,Cohabiting,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,2014,56,False,0,963,46-60,Medium,4
5156,1970,Master,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,2014,44,True,0,889,31-45,Medium,3
4376,1960,Master,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,2014,54,False,0,93,46-60,Low,3
8461,1962,Graduation (Unspecified),Previously Married,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,52,True,0,16,46-60,Low,2
6945,1952,Graduation (Unspecified),Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,2013,62,False,1,1375,60+,High,2
944,1962,Graduation (Unspecified),Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,2013,52,True,1,393,46-60,Medium,2
1907,1950,Master,Previously Married,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,2012,64,True,2,1477,60+,Medium,3
701,1971,Graduation (Unspecified),Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,2013,43,True,1,1179,31-45,High,2
3856,1960,Graduation (Unspecified),Cohabiting,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,2012,54,True,2,1005,46-60,Medium,2
4149,1948,PhD,Cohabiting,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,2014,66,False,0,1348,60+,High,4
2131,1959,PhD,Previously Married,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,2012,55,True,2,1307,46-60,Medium,4
2942,1964,Graduation (Unspecified),Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,2013,50,True,1,486,46-60,Low,2
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,2013,43,True,1,235,31-45,Low,4
3376,1970,Master,Previously Married,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,2013,44,True,1,235,31-45,Medium,3
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,2014,37,True,0,1092,31-45,High,3
10928,1958,Graduation (Unspecified),Cohabiting,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,2013,56,True,1,599,46-60,Medium,2
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2014,54,False,0,2008,46-60,High,3
6728,1985,Graduation (Unspecified),Cohabiting,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,2012,29,True,2,48,18-30,Low,2
6661,1974,Graduation (Unspecified),Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012,40,True,2,1174,31-45,Medium,2
4725,1950,PhD,Cohabiting,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,2014,64,True,0,67,60+,Low,4
3277,1955,Graduation (Unspecified),Previously Married,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,2012,59,True,2,365,46-60,Low,2
2564,1953,Graduation (Unspecified),Cohabiting,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,2014,61,True,0,165,60+,Medium,2
946,1958,Master,Cohabiting,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,2012,56,False,2,210,46-60,Low,3
3867,1947,PhD,Cohabiting,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,2013,67,True,1,1095,60+,High,4
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,2013,48,True,1,223,46-60,Low,4
55,1963,Graduation (Unspecified),Cohabiting,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,2012,51,True,2,597,46-60,Medium,2
7093,1985,Graduation (Unspecified),Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,2013,29,True,1,22,18-30,Low,2
5084,1975,Graduation (Unspecified),Previously Married,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,2013,39,True,1,1064,31-45,Medium,2
1777,1980,Basic Education,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,34,False,2,74,31-45,Low,1
8162,1956,Master,Cohabiting,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,58,False,1,26,46-60,Low,3
10826,1959,Graduation (Unspecified),Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2012,55,False,2,60,46-60,Low,2
8754,1974,PhD,Cohabiting,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,40,True,1,20,31-45,Low,4
1987,1987,Basic Education,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,27,True,1,59,18-30,Low,1
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,46,True,1,34,46-60,Low,4
7426,1971,Master,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2013,43,True,1,198,31-45,Medium,3
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,2013,50,True,1,1048,46-60,Medium,4
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2013,52,True,1,574,46-60,Medium,3
9204,1970,Graduation (Unspecified),Previously Married,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,2012,44,True,2,1029,31-45,Medium,2
3197,1980,Graduation (Unspecified),Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,2013,34,True,1,670,31-45,High,2
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,2012,39,True,2,990,31-45,Medium,4
6961,1974,Graduation (Unspecified),Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,40,True,0,11,31-45,Low,2
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,2012,51,True,2,1241,46-60,High,4
9937,1979,Graduation (Unspecified),Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,2014,35,False,0,576,31-45,High,2
8779,1985,Master,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,2013,29,True,1,172,18-30,Low,3
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,2013,34,False,1,664,31-45,Medium,4
2891,1963,Graduation (Unspecified),Previously Married,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,2013,51,True,1,928,46-60,Medium,2
4910,1967,Graduation (Unspecified),Previously Married,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,2012,47,False,2,2074,46-60,High,2
75,1982,Master,Cohabiting,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,2013,32,False,1,467,31-45,Low,3
10120,1955,Graduation (Unspecified),Cohabiting,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,2013,59,True,1,257,46-60,Low,2
6327,1967,Graduation (Unspecified),Cohabiting,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,2013,47,False,1,1146,46-60,Medium,2
10142,1976,PhD,Previously Married,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,2013,38,True,1,689,31-45,Medium,4
10767,1989,PhD,Cohabiting,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,2014,25,False,0,1346,18-30,High,4
7279,1969,PhD,Cohabiting,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,2013,45,False,1,1044,31-45,High,4
7230,1960,PhD,Previously Married,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,2012,54,True,2,493,46-60,Low,4
143,1970,Graduation (Unspecified),Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,2013,44,False,1,957,31-45,Medium,2
450,1958,Master,Cohabiting,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,2013,56,True,1,270,46-60,Low,3
9316,1952,Basic Education,Cohabiting,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,62,False,1,29,60+,Low,1
6379,1949,Master,Previously Married,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,2013,65,True,1,121,60+,Low,3
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,53,True,1,126,46-60,Medium,3
8315,1995,Graduation (Unspecified),Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014,19,False,0,23,18-30,Low,2
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,2013,65,True,1,57,60+,Low,4
10888,1961,Graduation (Unspecified),Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,2013,53,False,1,636,46-60,Low,2
1277,1960,Graduation (Unspecified),Cohabiting,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,2014,54,False,0,1004,46-60,High,2
9977,1973,Graduation (Unspecified),Previously Married,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,2013,41,True,1,734,31-45,High,2
10196,1978,Graduation (Unspecified),Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,2014,36,True,0,614,31-45,High,2
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2014,26,False,0,1621,18-30,High,3
968,1968,Master,Previously Married,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,2013,46,True,1,187,46-60,Low,3
6988,1986,Graduation (Unspecified),Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,2013,28,True,1,1443,18-30,High,2
4472,1970,PhD,Previously Married,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2014,44,True,0,57,31-45,Low,4
6991,1951,Graduation (Unspecified),Previously Married,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,2013,63,True,1,637,60+,Low,2
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2013,43,True,1,59,31-45,Low,3
1940,1986,Graduation (Unspecified),Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,28,True,1,18,18-30,Low,2
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,2012,49,True,2,903,46-60,Medium,3
1388,1975,Graduation (Unspecified),Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,39,True,1,112,31-45,Low,2
1044,1953,Graduation (Unspecified),Cohabiting,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,2013,61,False,1,596,60+,Medium,2
6969,1982,Graduation (Unspecified),Cohabiting,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,2013,32,True,1,233,31-45,Low,2
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,2012,39,False,2,1511,31-45,High,4
3619,1960,Master,Previously Married,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,2012,54,False,2,1152,46-60,High,3
1715,1978,Graduation (Unspecified),Cohabiting,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,36,True,1,48,31-45,Low,2
10159,1970,Graduation (Unspecified),Previously Married,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,2013,44,True,1,1185,31-45,Medium,2
1463,1958,Graduation (Unspecified),Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,56,True,0,21,46-60,Low,2
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,2012,49,True,2,965,46-60,High,3
4990,1954,Graduation (Unspecified),Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,2013,60,False,1,869,46-60,Medium,2
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,30,True,0,16,18-30,Low,4
4692,1976,Graduation (Unspecified),Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,2012,38,True,2,71,31-45,Low,2
7212,1966,Graduation (Unspecified),Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,48,True,0,65,46-60,Low,2
6086,1955,Graduation (Unspecified),Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,2013,59,False,1,1380,46-60,High,2
437,1976,Master,Previously Married,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,2014,38,False,0,1027,31-45,High,3
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,2013,49,True,1,411,46-60,Medium,3
5329,1949,PhD,Previously Married,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013,65,True,1,11,60+,Low,4
610,1953,PhD,Cohabiting,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,2012,61,True,2,480,60+,Medium,4
